param,value,unit,comment
B_ram,0.33640776289737245,cm-1,RAM Rotational Constant
C_ram,0.29062340780548845,cm-1,RAM Rotational Constant
D_ab,0.09716420842259747,cm-1,RAM Off-Diagonal Rotational Constant
D_bc,5.625072435142822e-10,cm-1,RAM Off-Diagonal Rotational Constant
D_ac,-2.6177648856972933e-08,cm-1,RAM Off-Diagonal Rotational Constant
dIr,0.3563097584179567,rad,CAM delta angle (Ir representation)
eIr,3.141592352970176,rad,CAM epsilon angle (Ir representation)
bIr,0.08317459651772814,rad,CAM beta angle (Ir representation)
gIr,3.141592395064309,rad,CAM gamma angle (Ir representation)
dIr,20.415045356674874,deg,CAM delta angle (Ir representation)
eIr,179.9999827757647,deg,CAM epsilon angle (Ir representation)
bIr,4.765553343169336,deg,CAM beta angle (Ir representation)
gIr,179.99998518758088,deg,CAM gamma angle (Ir representation)
dIIr,1.2144865683769572,rad,CAM delta angle (IIr representation)
eIIr,1.5707964387750475,rad,CAM epsilon angle (IIr representation)
bIIr,1.4876217302771713,rad,CAM beta angle (IIr representation)
gIIr,1.570796348388456,rad,CAM gamma angle (IIr representation)
dIIr,69.58495464332613,deg,CAM delta angle (IIr representation)
eIIr,90.00000641599004,deg,CAM epsilon angle (IIr representation)
bIIr,85.23444665683083,deg,CAM beta angle (IIr representation)
gIIr,90.0000012372198,deg,CAM gamma angle (IIr representation)
dIIIr,1.5707964317416219,rad,CAM delta angle (IIIr representation)
eIIIr,0.35630975841794144,rad,CAM epsilon angle (IIIr representation)
bIIIr,1.5707963483138068,rad,CAM beta angle (IIIr representation)
gIIIr,0.08317459651772546,rad,CAM gamma angle (IIIr representation)
dIIIr,90.00000601300444,deg,CAM delta angle (IIIr representation)
eIIIr,20.415045356674,deg,CAM epsilon angle (IIIr representation)
bIIIr,90.00000123294274,deg,CAM beta angle (IIIr representation)
gIIIr,4.7655533431691826,deg,CAM gamma angle (IIIr representation)
dIl,0.3563097584179567,rad,CAM delta angle (Il representation)
eIl,1.5707966276586078,rad,CAM epsilon angle (Il representation)
bIl,0.08317459651772814,rad,CAM beta angle (Il representation)
gIl,1.570796585813184,rad,CAM gamma angle (Il representation)
dIl,20.415045356674874,deg,CAM delta angle (Il representation)
eIl,90.00001723822086,deg,CAM epsilon angle (Il representation)
bIl,4.765553343169336,deg,CAM beta angle (Il representation)
gIl,90.00001484065469,deg,CAM gamma angle (Il representation)
dIIl,1.2144865683769572,rad,CAM delta angle (IIl representation)
eIIl,3.1415925410884933,rad,CAM epsilon angle (IIl representation)
bIIl,1.4876217302771713,rad,CAM beta angle (IIl representation)
gIIl,3.1415926325163688,rad,CAM gamma angle (IIl representation)
dIIl,69.58495464332613,deg,CAM delta angle (IIl representation)
eIIl,179.99999355415034,deg,CAM epsilon angle (IIl representation)
bIIl,85.23444665683083,deg,CAM beta angle (IIl representation)
gIIl,179.99999879258175,deg,CAM gamma angle (IIl representation)
dIIIl,1.5707964317416219,rad,CAM delta angle (IIIl representation)
eIIIl,1.2144865683769552,rad,CAM epsilon angle (IIIl representation)
bIIIl,1.5707963483138068,rad,CAM beta angle (IIIl representation)
gIIIl,1.4876217302771713,rad,CAM gamma angle (IIIl representation)
dIIIl,90.00000601300444,deg,CAM delta angle (IIIl representation)
eIIIl,69.584954643326,deg,CAM epsilon angle (IIIl representation)
bIIIl,90.00000123294274,deg,CAM beta angle (IIIl representation)
gIIIl,85.23444665683083,deg,CAM gamma angle (IIIl representation)
C0,12.0,amu,"0.13884470,0.38125400,-0.00000115"
C1,12.0,amu,"-1.27268673,-0.14295730,-0.00000109"
O2,15.99491461926,amu,"1.12850911,-0.31772477,0.00000193"
H3,2.014101777844,amu,"0.23307880,1.48483746,-0.00000528"
H4,1.007825031898,amu,"-1.27283131,-1.23143150,-0.00017494"
H5,1.007825031898,amu,"-1.80132952,0.23446052,0.87951333"
H6,1.007825031898,amu,"-1.80143447,0.23474175,-0.87933167"
f_a,0.00014153578650376956,,Fractional abundance of this isotopologue
