param,value,unit,comment
C_ram,0.3027599184735162,cm-1,RAM Rotational Constant
D_ab,0.10103645093303693,cm-1,RAM Off-Diagonal Rotational Constant
D_bc,-4.757998283421537e-10,cm-1,RAM Off-Diagonal Rotational Constant
D_ac,3.6475843063259876e-08,cm-1,RAM Off-Diagonal Rotational Constant
dIr,0.3497279454514635,rad,CAM delta angle (Ir representation)
eIr,3.9396596152789506e-07,rad,CAM epsilon angle (Ir representation)
bIr,0.06487727456162756,rad,CAM beta angle (Ir representation)
gIr,3.532549617031145e-07,rad,CAM gamma angle (Ir representation)
dIr,20.037935252150337,deg,CAM delta angle (Ir representation)
eIr,2.2572586867361748e-05,deg,CAM epsilon angle (Ir representation)
bIr,3.7171940186927173,deg,CAM beta angle (Ir representation)
gIr,2.024001839764399e-05,deg,CAM gamma angle (Ir representation)
dIIr,1.2210683813434615,rad,CAM delta angle (IIr representation)
eIIr,1.5707961831238664,rad,CAM epsilon angle (IIr representation)
bIIr,1.5059190522332733,rad,CAM beta angle (IIr representation)
gIIr,1.5707963038556416,rad,CAM gamma angle (IIr representation)
dIIr,69.9620647478513,deg,CAM delta angle (IIr representation)
eIIr,89.99999176825632,deg,CAM epsilon angle (IIr representation)
bIIr,86.28280598130753,deg,CAM beta angle (IIr representation)
gIIr,89.99999868567751,deg,CAM gamma angle (IIr representation)
dIIIr,1.5707961918208535,rad,CAM delta angle (IIIr representation)
eIIIr,0.34972794545143826,rad,CAM epsilon angle (IIIr representation)
bIIIr,1.5707963039039012,rad,CAM beta angle (IIIr representation)
gIIIr,0.06487727456162241,rad,CAM gamma angle (IIIr representation)
dIIIr,89.99999226655699,deg,CAM delta angle (IIIr representation)
eIIIr,20.037935252148888,deg,CAM epsilon angle (IIIr representation)
bIIIr,89.99999868844257,deg,CAM beta angle (IIIr representation)
gIIIr,3.7171940186924224,deg,CAM gamma angle (IIIr representation)
dIl,0.3497279454514635,rad,CAM delta angle (Il representation)
eIl,1.570795932873688,rad,CAM epsilon angle (Il representation)
bIl,0.06487727456162756,rad,CAM beta angle (Il representation)
gIl,1.5707959737119135,rad,CAM gamma angle (Il representation)
dIl,20.037935252150337,deg,CAM delta angle (Il representation)
eIl,89.99997742997729,deg,CAM epsilon angle (Il representation)
bIl,3.7171940186927173,deg,CAM beta angle (Il representation)
gIl,89.99997976983525,deg,CAM gamma angle (Il representation)
dIIl,1.2210683813434615,rad,CAM delta angle (IIl representation)
eIIl,1.444721179430584e-07,rad,CAM epsilon angle (IIl representation)
bIIl,1.5059190522332733,rad,CAM beta angle (IIl representation)
gIIl,2.580956827951785e-08,rad,CAM gamma angle (IIl representation)
dIIl,69.9620647478513,deg,CAM delta angle (IIl representation)
eIIl,8.2776426154535e-06,deg,CAM epsilon angle (IIl representation)
bIIl,86.28280598130753,deg,CAM beta angle (IIl representation)
gIIl,1.4787793334710982e-06,deg,CAM gamma angle (IIl representation)
dIIIl,1.5707961918208535,rad,CAM delta angle (IIIl representation)
eIIIl,1.2210683813434582,rad,CAM epsilon angle (IIIl representation)
bIIIl,1.5707963039039012,rad,CAM beta angle (IIIl representation)
gIIIl,1.5059190522332733,rad,CAM gamma angle (IIIl representation)
dIIIl,89.99999226655699,deg,CAM delta angle (IIIl representation)
eIIIl,69.9620647478511,deg,CAM epsilon angle (IIIl representation)
bIIIl,89.99999868844257,deg,CAM beta angle (IIIl representation)
gIIIl,86.28280598130753,deg,CAM gamma angle (IIIl representation)
C0,12.0,amu,"0.14690160,0.41423401,-0.00000102"
C1,12.0,amu,"-1.26804950,-0.10067557,-0.00000131"
O2,15.99491461926,amu,"1.13194406,-0.29124336,0.00000166"
H3,1.007825031898,amu,"0.24839718,1.51717333,-0.00000447"
H4,1.007825031898,amu,"-1.27535815,-1.18912525,-0.00017584"
H5,1.007825031898,amu,"-1.79419679,0.28021294,0.87951332"
H6,1.007825031898,amu,"-1.79429983,0.28049593,-0.87933168"
f_a,0.9759673366532864,,Fractional abundance of this isotopologue
